PMT x y 
160 -34.866762224930646 0.555780487377374 
161 -27.475725964840350 3.617247946298093 
162 -20.084689704750055 6.678715405218811 
163 -12.693653444659763 9.740182864139529 
164 -5.302617184569469 12.801650323060247 
165 2.088419075520825 15.863117781980966 
166 9.479455335611119 18.924585240901685 
167 16.870491595701409 21.986052699822402 
168 24.261527855791705 25.047520158743119 
169 31.652564115882001 28.108987617663839 
170 -43.302008022781351 -10.437245862533826 
171 -35.910971762691055 -7.375778403613108 
172 -28.519935502600763 -4.314310944692391 
173 -21.128899242510471 -1.252843485771672 
174 -13.737862982420175 1.808623973149047 
175 -6.346826722329881 4.870091432069764 
176 1.044209537760413 7.931558890990483 
177 8.435245797850705 10.993026349911201 
178 15.826282057941000 14.054493808831920 
179 23.217318318031293 17.115961267752638 
180 30.608354578121585 20.177428726673355 
181 37.999390838211880 23.238896185594072 
182 -36.955181300451471 -15.307337294603592 
183 -29.564145040361176 -12.245869835682873 
184 -22.173108780270880 -9.184402376762154 
185 -14.782072520180588 -6.122934917841437 
186 -7.391036260090294 -3.061467458920718 
187 0.000000000000000 0.000000000000000 
188 7.391036260090294 3.061467458920718 
189 14.782072520180588 6.122934917841437 
190 22.173108780270880 9.184402376762154 
191 29.564145040361176 12.245869835682873 
192 36.955181300451471 15.307337294603592 
193 -37.999390838211880 -23.238896185594072 
194 -30.608354578121585 -20.177428726673355 
195 -23.217318318031293 -17.115961267752638 
196 -15.826282057941000 -14.054493808831920 
197 -8.435245797850705 -10.993026349911201 
198 -1.044209537760413 -7.931558890990483 
199 6.346826722329881 -4.870091432069764 
200 13.737862982420175 -1.808623973149047 
201 21.128899242510471 1.252843485771672 
202 28.519935502600763 4.314310944692391 
203 35.910971762691055 7.375778403613108 
204 43.302008022781351 10.437245862533826 
205 -31.652564115882001 -28.108987617663839 
206 -24.261527855791705 -25.047520158743119 
207 -16.870491595701409 -21.986052699822402 
208 -9.479455335611119 -18.924585240901685 
209 -2.088419075520825 -15.863117781980966 
210 5.302617184569469 -12.801650323060247 
211 12.693653444659763 -9.740182864139529 
212 20.084689704750055 -6.678715405218811 
213 27.475725964840350 -3.617247946298093 
214 34.866762224930646 -0.555780487377374 
215 42.257798485020942 2.505686971543344 
216 -25.305737393552118 -32.979079049733606 
217 -17.914701133461826 -29.917611590812889 
218 -10.523664873371533 -26.856144131892169 
219 -3.132628613281237 -23.794676672971448 
220 4.258407646809056 -20.733209214050731 
221 11.649443906899350 -17.671741755130014 
222 19.040480166989642 -14.610274296209296 
223 26.431516427079938 -11.548806837288577 
224 33.822552687170230 -8.487339378367858 
225 41.213588947260526 -5.425871919447141 
226 -18.958910671222238 -37.849170481803370 
227 -11.567874411131942 -34.787703022882653 
228 -4.176838151041650 -31.726235563961932 
229 3.214198109048644 -28.664768105041212 
230 10.605234369138937 -25.603300646120495 
231 17.996270629229230 -22.541833187199778 
232 25.387306889319525 -19.480365728279057 
233 32.778343149409821 -16.418898269358341 
234 40.169379409500110 -13.357430810437622 
235 -12.612083948892357 -42.719261913873133 
236 -5.221047688802065 -39.657794454952409 
237 2.169988571288231 -36.596326996031692 
238 9.561024831378525 -33.534859537110975 
239 16.952061091468817 -30.473392078190258 
240 24.343097351559109 -27.411924619269541 
241 31.734133611649405 -24.350457160348821 
242 39.125169871739701 -21.288989701428100 
243 1.125779033527818 -44.527885887022180 
244 8.516815293618112 -41.466418428101463 
245 15.907851553708406 -38.404950969180746 
246 23.298887813798700 -35.343483510260029 
247 30.689924073888996 -32.282016051339312 
248 0.000000000000000 0.000000000000000 
