1;205;7.00362e-06;50.1745;(-310.214,-252.707,-485)
2;244;7.10661e-06;75.1062;(62.6254,-391.593,-485)
3;153;7.13589e-06;90.7564;(-99.0324,160.836,-485)
4;152;7.13589e-06;91.0423;(-153.315,154.819,-498.35)
5;242;7.1311e-06;75.457;(374.994,-226.98,-485)
6;168;7.11413e-06;40.4786;(257.592,265.575,-485)
7;232;7.01486e-06;76.8517;(276.935,-181.958,-485)
8;223;7.01486e-06;77.0194;(264.09,-153.587,-496.858)
9;152;7.01279e-06;136.621;(-199.919,123.47,-485)
10;162;7.01279e-06;136.734;(-210.695,103.592,-484.332)
11;161;7.01279e-06;137.081;(-236.911,40.5658,-482.376)
12;172;7.01279e-06;137.375;(-267.466,-9.42167,-480.667)
13;223;7.01279e-06;180.874;(230.065,-127.305,-485)
14;172;7.01279e-06;203.101;(-261.115,-56.4716,-485)
15;141;7.06437e-06;41.1569;(-356.755,144.098,-485)
16;153;7.04318e-06;113.089;(-132.579,211.256,-481.61)
17;203;7.01538e-06;62.7775;(391.946,69.0134,-485)
18;114;7.10579e-06;42.4607;(11.2747,-162.197,480)
19;235;7.13939e-06;51.7172;(-107.282,-434.373,-485)
20;245;7.07169e-06;53.8412;(166.644,-411.094,-485)
21;137;7.08786e-06;58.3922;(-19.0208,380.609,-485)
22;215;7.03167e-06;41.0497;(386.252,36.5468,-491.979)
23;116;7.07008e-06;103.919;(-107.068,-132.509,480)
24;148;7.02872e-06;40.7167;(217.987,402.051,-485)
25;148;7.02872e-06;40.7437;(220.749,400.415,-489.174)
26;241;7.11932e-06;55.1144;(338.179,-250.281,-485)
27;239;7.12118e-06;45.4037;(191.196,-333.657,-485)
