84;178;7.12775e-06;29.557;(162.319,138.309,-485)
85;187;7.12901e-06;13.1315;(18.2561,33.4414,-483.871)
86;165;7.12901e-06;40.9097;(27.7052,141.833,-485)
87;187;7.11519e-06;52.6289;(2.38071,-2.76108,-485)
88;176;7.11519e-06;53.0178;(22.6397,73.4922,-485)
89;165;7.11519e-06;53.2748;(35.0195,123.25,-488.348)
90;155;7.11519e-06;53.6792;(45.4477,202.56,-493.526)
91;146;7.11519e-06;54.0718;(46.9384,279.515,-498.458)
92;187;7.00589e-06;24.7436;(22.6856,-3.0564,-485)
93;174;7.00589e-06;51.3747;(-167.199,20.4464,-485)
94;189;7.08526e-06;3.98899;(143.305,30.0039,-485)
95;224;7.10433e-06;27.4609;(320.604,-99.0393,-485)
96;190;7.05702e-06;30.2731;(245.892,119.985,-485)
97;191;7.05702e-06;30.3362;(257.626,124.993,-489.642)
98;188;7.13531e-06;42.7567;(76.8556,53.7156,-485)
99;177;7.13531e-06;42.8976;(93.1437,72.8584,-498.381)
100;168;7.07114e-06;47.0694;(214.046,264.943,-485)
101;215;7.0042e-06;14.7585;(414.315,57.1541,-485)
102;215;7.0042e-06;14.8959;(437.06,60.2971,-498.735)
103;174;7.01628e-06;12.1692;(-111.583,5.43397,-485)
104;165;7.01628e-06;33.4156;(17.1383,139.609,-485)
105;198;7.09578e-06;13.2676;(21.4338,-93.1773,-485)
106;177;7.04594e-06;77.9853;(97.3525,130.457,-485)
107;197;7.06425e-06;18.3339;(-108.915,-139.056,-485.211)
108;161;7.01045e-06;34.5082;(-274.967,7.27507,-485)
109;190;7.11769e-06;15.1177;(259.66,88.2329,-492.385)
110;141;7.06853e-06;28.8743;(-300.207,172.412,-485)
111;151;7.06853e-06;29.0493;(-270.463,153.089,-493.834)
112;202;7.03058e-06;12.5515;(258.457,18.9022,-485)
113;165;7.00012e-06;21.2134;(15.6792,146.429,-485)
114;176;7.00012e-06;21.3761;(7.64399,117.313,-496.352)
115;152;7.01622e-06;21.8116;(-202.956,111.056,-485)
116;152;7.01622e-06;21.8912;(-189.897,108.006,-492.779)
117;180;7.06571e-06;22.1494;(320.764,222.701,-485)
