1;193;7.08047e-06;83.5838;(-369.995,-242.876,-485)
2;205;7.08047e-06;83.7789;(-354.58,-279.226,-487.526)
3;171;7.11212e-06;53.2239;(-381.919,-86.6327,-485)
4;246;7.0566e-06;57.0378;(237.425,-371.904,-485)
5;140;7.10193e-06;227.066;(-419.569,134.372,-485)
6;183;7.03582e-06;24.575;(-274.112,-125.813,-485)
7;235;7.00313e-06;27.731;(-129.795,-431.361,-485)
8;212;7.11339e-06;75.6613;(209.089,-61.6397,-485)
9;200;7.11339e-06;75.9056;(170.195,-37.4438,-499.477)
10;204;7.0673e-06;47.6511;(455.401,135.206,-481.107)
11;235;7.0673e-06;85.708;(-130.28,-453.862,-485)
12;242;7.12845e-06;38.6314;(410.364,-207.319,-485)
13;234;7.12845e-06;38.8411;(419.385,-167.318,-496.728)
14;143;7.13387e-06;49.5163;(-204.565,249.095,-485)
15;60;7.10791e-06;51.6666;(-363.8,36.0275,480)
16;60;7.10791e-06;51.6915;(-362.169,36.3452,484.55)
17;170;7.09087e-06;63.2982;(-441.724,-76.5444,-485)
18;245;7.0188e-06;48.4527;(137.235,-401.897,-485)
19;150;7.0188e-06;73.0238;(-368.596,107.879,-484.374)
20;226;7.0188e-06;92.519;(-194.647,-394.698,-485)
21;0;7.09025e-06;52.6225;(-157.535,443.709,484.067)
22;239;7.00734e-06;26.1043;(158.756,-321.238,-485)
23;205;7.07419e-06;27.6509;(-326.145,-268.272,-485)
24;204;7.05587e-06;28.1816;(436.281,141.721,-485)
25;201;7.06263e-06;25.0528;(239.028,4.63614,-485)
26;84;7.03959e-06;91.4787;(-334.498,-76.8625,480)
27;229;7.05812e-06;39.3043;(43.4873,-300.66,-485)
28;216;7.05924e-06;82.2349;(-275.477,-327.444,-485)
29;136;7.01119e-06;78.7169;(-82.221,308.812,-485)
30;221;7.0221e-06;31.7013;(151.121,-192.61,-488.358)
31;141;7.02308e-06;28.2403;(-359.93,143.739,-499.19)
32;133;7.13431e-06;21.8617;(-303.937,215.968,-485)
33;156;7.01932e-06;34.5691;(84.0132,236.92,-486.812)
34;244;7.0672e-06;29.9033;(104.392,-401.603,-485)
35;204;7.0966e-06;30.6856;(405.149,122.582,-485)
36;233;7.04781e-06;35.53;(350.561,-135.61,-485)
37;147;7.12576e-06;66.7286;(94.1617,369.339,-485)
38;149;7.13401e-06;20.1616;(-445.132,44.8264,-485)
39;154;7.06249e-06;158.369;(-57.5551,212.307,-485)
40;155;7.06249e-06;158.651;(-5.84652,229.593,-483.67)
41;156;7.06249e-06;159.06;(70.8095,252.24,-481.729)
42;104;7.06249e-06;190.336;(-202.576,-25.7543,480)
43;245;7.10987e-06;25.5364;(186.128,-384.517,-485)
44;238;7.00761e-06;54.4138;(133.586,-338.42,-495.076)
45;232;7.10053e-06;41.343;(228.764,-172.889,-485)
46;239;7.096e-06;66.4827;(173.621,-339.957,-485)
47;245;7.096e-06;66.5376;(164.354,-346.316,-483.742)
48;236;7.096e-06;99.3083;(-63.2758,-364.855,-485)
49;128;7.08922e-06;67.2904;(-233.495,389.612,-485)
50;128;7.08922e-06;67.3284;(-228.429,391.261,-490.141)
51;205;7.13888e-06;24.0521;(-330.185,-306.161,-485)
52;204;7.04873e-06;30.229;(435.659,99.6923,-485)
53;137;7.07256e-06;61.6557;(-42.3943,340.444,-485)
54;193;7.11177e-06;27.9114;(-381.585,-216.148,-485)
55;235;7.05472e-06;98.0861;(-137.542,-459.872,-483.422)
56;176;7.01612e-06;23.7275;(12.3534,91.5713,-485)
57;246;7.09048e-06;62.4845;(256.193,-377.492,-485)
58;235;7.11261e-06;47.4059;(-114.185,-457.454,-485)
59;227;7.02709e-06;90.8507;(-113.279,-382.484,-485)
60;218;7.02709e-06;91.4022;(-140.77,-282.308,-483.601)
61;218;7.02709e-06;91.5812;(-137.194,-247.817,-480.195)
62;201;7.02709e-06;132.46;(178.518,9.91526,-485)
63;186;7.02709e-06;154.265;(-93.9619,-51.028,-485)
64;207;7.09382e-06;84.9679;(-169.852,-183.544,-485)
65;237;7.12892e-06;31.3483;(-4.99415,-348.957,-485)
66;236;7.12892e-06;31.5008;(-31.6572,-364.497,-492.856)
67;247;7.02291e-06;38.3601;(300.544,-341.505,-485)
68;196;7.11101e-06;101.475;(-156.548,-178.606,-484.747)
69;186;7.11101e-06;102.131;(-102.65,-55.5386,-485)
70;201;7.11101e-06;140.542;(198.965,19.5856,-485)
71;145;7.05512e-06;55.3204;(-59.0021,296.454,-485)
72;242;7.08862e-06;35.1942;(353.828,-205.741,-482.099)
73;212;7.08862e-06;50.8448;(189.992,-30.2661,-494.067)
74;141;7.13334e-06;42.7631;(-307.54,156.781,-485)
75;201;7.06731e-06;25.3447;(231.365,23.1445,-485)
76;140;7.00111e-06;48.2124;(-382.814,140.136,-485)
77;157;7.07163e-06;66.7367;(152.51,271.935,-498.244)
78;161;7.04851e-06;38.6327;(-285.522,6.5993,-485)
79;172;7.04851e-06;38.6958;(-282.061,-5.17255,-482.222)
80;181;7.04851e-06;61.4142;(408.389,222.271,-485)
81;214;7.05232e-06;59.2248;(348.481,-11.9717,-485)
82;224;7.05232e-06;59.4464;(327.133,-48.4238,-498.078)
83;158;7.08233e-06;30.2468;(273.48,361.955,-486.686)
84;165;7.0394e-06;30.2381;(44.6516,147.612,-485)
85;218;7.04017e-06;52.7581;(-125.536,-236.32,-484.727)
86;174;7.05343e-06;52.0814;(-111.456,16.2042,-485)
87;229;7.10337e-06;178.269;(24.8004,-314.046,-485)
88;168;7.05883e-06;39.9263;(268.528,232.602,-485)
89;157;7.10769e-06;40.6;(165.865,270.341,-485)
90;199;7.01223e-06;59.5125;(76.5225,-75.7699,-485)
91;165;7.01223e-06;86.3089;(31.3606,154.343,-485)
92;176;7.01223e-06;86.5286;(28.1894,113.03,-498.885)
93;148;7.10523e-06;38.9108;(161.47,382.602,-485)
94;216;7.12926e-06;19.5727;(-220.938,-340.377,-485)
95;213;7.02121e-06;82.2236;(273.938,-74.2637,-484.982)
96;202;7.02121e-06;82.6652;(301.489,8.70085,-481.278)
97;192;7.02121e-06;83.4495;(331.799,158.203,-484.941)
98;181;7.02121e-06;83.7119;(366.931,196.598,-482.886)
99;183;7.03279e-06;50.4062;(-306.86,-100.449,-485)
100;202;7.03279e-06;72.3619;(288.327,28.9018,-485)
101;143;7.11238e-06;62.8604;(-194.691,218.504,-485)
102;85;7.04777e-06;20.0462;(-340.58,29.9011,480)
103;150;7.01358e-06;42.181;(-339.073,50.4788,-485)
104;160;7.01358e-06;42.2307;(-335.894,41.4529,-488.846)
105;198;7.04994e-06;38.8991;(-17.439,-61.3728,-485)
106;232;7.03825e-06;55.09;(274.511,-226.83,-486.119)
107;188;7.04092e-06;27.1589;(99.3626,44.479,-485)
108;213;7.0704e-06;89.526;(242.489,-15.9143,-487.454)
109;149;7.05932e-06;205.89;(-392.228,53.6532,-485)
110;150;7.05932e-06;206.023;(-374.419,72.9735,-486.802)
111;141;7.05932e-06;206.403;(-322.332,126.481,-491.881)
112;142;7.05932e-06;206.706;(-285.299,173.263,-495.964)
113;168;7.05606e-06;46.806;(262.076,218.288,-485)
114;179;7.05606e-06;46.917;(260.809,196.291,-494.619)
115;146;7.00357e-06;185.648;(63.1819,315.636,-485)
116;147;7.00357e-06;185.791;(79.5794,335.693,-496.84)
117;196;7.0645e-06;31.5257;(-136.307,-126.433,-485)
118;169;7.06273e-06;66.53;(311.827,264.621,-485)
119;180;7.06273e-06;66.6696;(313.464,239.153,-495.564)
120;155;7.03557e-06;86.6949;(-6.07036,230.66,-484.628)
121;225;7.03557e-06;117.909;(411.957,-34.8631,-485)
122;219;7.00604e-06;58.8354;(-50.2798,-259.258,-485)
123;60;7.07394e-06;77.1939;(-394.406,3.47239,480)
124;150;7.07764e-06;25.7396;(-350.105,81.1892,-485)
125;238;7.04006e-06;55.3376;(80.3502,-320.383,-485)
126;237;7.04006e-06;55.6405;(58.374,-376.289,-495.662)
